CITY,TIMEZONE,LATITUDE,LONGITUDE
Xinyuan,Asia/Urumqi,43.42649,83.24959
Xinhe,Asia/Urumqi,41.55028,82.61667
Xihu,Asia/Shanghai,40.5385,94.99059
Xidi,Asia/Urumqi,44.06593,89.73856
Xiaxihao,Asia/Shanghai,40.31878,97.11763
Xiaoguai,Asia/Urumqi,45.1285,85.04457
Xemirxek,Asia/Urumqi,47.79623,87.9663
Xazgat,Asia/Urumqi,46.3434,86.23456
Shayar,Asia/Urumqi,41.22642,82.76537
Wushi,Asia/Urumqi,41.15167,79.225
Wudun,Asia/Shanghai,40.16951,94.80535
Onsu,Asia/Urumqi,41.26996,80.23816
Wusu,Asia/Urumqi,44.43105,84.67623
UEruemqi,Asia/Urumqi,43.80096,87.60046
Urho,Asia/Urumqi,46.11651,85.67769
Turpan,Asia/Urumqi,42.94769,89.17886
Tumxuk,Asia/Urumqi,41.36861,79.96278
Tost,Asia/Urumqi,47.27428,86.12794
Toli,Asia/Urumqi,45.93859,83.60056
Toksun,Asia/Urumqi,42.79359,88.64163
Todok,Asia/Urumqi,44.54537,83.57278
Tiechanggou,Asia/Urumqi,46.16669,84.42834
Temeke,Asia/Urumqi,47.22244,89.74276
Tekes,Asia/Urumqi,43.21669,81.83973
Tashi,Asia/Shanghai,40.26261,95.98021
Tacheng,Asia/Urumqi,46.74535,82.95847
Sikeshu,Asia/Urumqi,44.37313,84.226
Shihezi,Asia/Urumqi,44.3023,86.03694
Shanshan,Asia/Urumqi,42.8675,90.20463
Sairam,Asia/Urumqi,41.76611,82.1475
Santai,Asia/Urumqi,44.08958,88.88887
Sandaohezi,Asia/Urumqi,44.32597,85.62009
Qongkur,Asia/Urumqi,48.12222,87.1125
Qinghe,Asia/Urumqi,46.66725,90.37864
Qiman,Asia/Urumqi,41.53778,82.91139
Qili,Asia/Shanghai,40.11512,94.60882
Qilan,Asia/Urumqi,40.56667,79.61667
Qarqi,Asia/Urumqi,41.58389,81.36639
Qapqal,Asia/Urumqi,43.80194,81.08722
Qahurt,Asia/Urumqi,46.33379,89.59236
Qagan Gol,Asia/Urumqi,46.47974,90.74567
Nilka,Asia/Urumqi,43.78894,82.49599
Muhur,Asia/Urumqi,43.2,82.63333
Miao'ergou,Asia/Urumqi,45.51637,83.86374
Mengjiaqiao,Asia/Shanghai,40.18078,94.61574
Manasi,Asia/Urumqi,44.30638,86.21371
Luntai,Asia/Urumqi,41.77389,84.24417
Liuyuan,Asia/Shanghai,41.10244,95.50189
Laoshawan,Asia/Urumqi,44.63946,85.78104
Kuytun,Asia/Urumqi,44.42707,84.90069
Kuerti,Asia/Urumqi,47.20003,89.30531
Kuqa,Asia/Urumqi,41.71707,82.93064
Kupu,Asia/Urumqi,45.82673,83.3098
Korla,Asia/Urumqi,41.76055,86.15231
Hom,Asia/Urumqi,48.56472,87.42056
Koktokay,Asia/Urumqi,47.21654,89.81724
Kizil,Asia/Urumqi,41.82056,82.43472
Kizil,Asia/Urumqi,41.08364,80.51839
Keyi,Asia/Urumqi,42.16056,82.63472
Karjaw,Asia/Urumqi,47.19094,86.39848
Kalatongke,Asia/Urumqi,46.85591,89.69761
Karamay,Asia/Urumqi,45.58473,84.88724
Halajun,Asia/Urumqi,40.25,76.91667
Karabulak,Asia/Urumqi,40.73056,77.54194
Kalpin,Asia/Urumqi,40.52755,79.06577
Jimsar,Asia/Urumqi,43.98334,89.06667
Jelilyuezi,Asia/Urumqi,43.9749,81.53555
Jeminay,Asia/Urumqi,47.49969,85.61828
Jelagax,Asia/Urumqi,46.60109,83.92013
Jiamu,Asia/Urumqi,41.26917,80.56
Yili,Asia/Urumqi,43.9,81.35
Khutubi,Asia/Urumqi,44.19035,86.88521
Huiyuan,Asia/Urumqi,43.95694,80.85028
Huangqu,Asia/Shanghai,40.27821,94.70271
Huahai,Asia/Shanghai,40.30303,97.73635
Hoxut,Asia/Urumqi,42.25861,86.85778
Hoxtolgay,Asia/Urumqi,46.51872,86.00214
Hongdun,Asia/Urumqi,47.72413,88.21846
Hoboksar,Asia/Urumqi,46.79507,85.7266
Hejing,Asia/Urumqi,42.31639,86.38278
Haramgai,Asia/Urumqi,46.65684,87.77417
Hami,Asia/Urumqi,42.83393,93.50601
Qaba,Asia/Urumqi,48.05841,86.41629
Guazhou,Asia/Shanghai,40.46384,95.67119
Wuluquele,Asia/Urumqi,40.45056,80.48444
Tokkuztara,Asia/Urumqi,43.46667,82.14889
Fuyun,Asia/Urumqi,46.9919,89.52115
Fukang,Asia/Urumqi,44.15874,87.97418
Fuhai,Asia/Urumqi,47.1095,87.4881
Ewirgol,Asia/Urumqi,42.96444,87.66111
Ertai,Asia/Urumqi,46.05654,90.15125
Erdaoqiao,Asia/Urumqi,46.3944,83.55709
Emin,Asia/Urumqi,46.52574,83.63325
Dushanzi,Asia/Urumqi,44.33333,84.85
Dure,Asia/Urumqi,46.51188,88.53389
Dunhuang,Asia/Shanghai,40.16667,94.68333
Dulayti,Asia/Urumqi,47.76649,87.08308
Dongbatu,Asia/Shanghai,40.06255,95.70593
Dongba,Asia/Shanghai,40.17285,99.00284
Dabancheng,Asia/Urumqi,43.35833,88.32004
Chijin,Asia/Shanghai,40.0132,97.4258
Changji,Asia/Urumqi,44.00782,87.30461
Burqin,Asia/Urumqi,47.70283,86.86375
Bulongji,Asia/Shanghai,40.53087,96.54102
Bor Tungge,Asia/Urumqi,44.05317,85.37747
Bohu,Asia/Urumqi,41.98434,86.62198
Beiwucha,Asia/Urumqi,44.53134,86.31978
Beitun,Asia/Urumqi,47.35249,87.82053
Barkol,Asia/Urumqi,43.59881,93.00862
Baikouquan,Asia/Urumqi,45.91815,85.47453
Baijiantan,Asia/Urumqi,45.69298,85.13942
Baicheng,Asia/Urumqi,41.77389,81.86889
Aykol,Asia/Urumqi,40.95759,80.13574
Awiytan,Asia/Urumqi,47.72457,88.05108
Awat,Asia/Urumqi,40.63837,80.37965
Araltobe,Asia/Urumqi,46.52089,90.21681
Araltobe,Asia/Urumqi,43.41029,83.76474
Aral,Asia/Urumqi,40.54184,81.26566
Aqal,Asia/Urumqi,40.43083,79.33556
Anjihai,Asia/Urumqi,44.35787,85.35189
Altay,Asia/Urumqi,47.84864,88.13361
Aksu,Asia/Urumqi,41.18418,80.27921
Aqchi,Asia/Urumqi,40.93911,78.4477
Agax Obo,Asia/Urumqi,46.28644,90.42119
Anningqu,Asia/Urumqi,43.98333,87.53333
Diwopu,Asia/Urumqi,43.88333,87.48333
Ergong,Asia/Urumqi,43.85,87.56667
Tiechanggou,Asia/Urumqi,43.91667,87.78333
Lucaogou,Asia/Urumqi,43.86667,87.78333
Shuimogou,Asia/Urumqi,43.82856,87.6382
Sishilichengzi,Asia/Urumqi,41.96194,86.47667
Axili,Asia/Urumqi,46.85628,83.12263
Karakabak,Asia/Urumqi,46.76786,83.14697
Qaxa,Asia/Urumqi,46.68861,83.4053
Emil,Asia/Urumqi,46.64719,83.0743
Shanghu,Asia/Urumqi,46.63723,83.82391
Altunemil,Asia/Urumqi,46.11923,83.09014
Yushikalasu,Asia/Urumqi,46.70969,84.04502
Motge,Asia/Urumqi,46.81282,85.79743
Qagan Hol,Asia/Urumqi,46.81696,85.95543
Topterek,Asia/Urumqi,47.43403,85.87113
Besterek,Asia/Urumqi,47.30408,85.87979
Oymak,Asia/Urumqi,47.87809,86.98955
Xalxikay,Asia/Urumqi,47.5225,86.21583
Egiztobe,Asia/Urumqi,47.85938,87.00466
Kostik,Asia/Urumqi,47.78682,87.33078
Alakak,Asia/Urumqi,47.74462,87.49813
Balbagay,Asia/Urumqi,47.51797,87.74228
Jetaral,Asia/Urumqi,47.0977,87.44536
Kokagax,Asia/Urumqi,47.01741,87.68753
Turgun,Asia/Urumqi,46.97933,89.84335
Ayxin Siri,Asia/Urumqi,43.76,80.74472
Qong Bora,Asia/Urumqi,43.54534,80.99907
Akdala,Asia/Urumqi,42.98861,81.38
Jagistay,Asia/Urumqi,43.57806,81.22389
Kan,Asia/Urumqi,43.67002,81.5431
Kax,Asia/Urumqi,43.64111,81.87
Baytokay,Asia/Urumqi,43.68167,81.78889
Yengitam,Asia/Urumqi,43.74583,81.65694
Dongmazar,Asia/Urumqi,43.83139,81.85056
Kipekyuezi,Asia/Urumqi,43.94973,81.38951
Dadamtu,Asia/Urumqi,43.98028,81.31417
Qulukay,Asia/Urumqi,43.95583,81.66222
Yuqunweng,Asia/Urumqi,43.87444,81.62056
Panjim,Asia/Urumqi,44.00754,81.4247
Suptay,Asia/Urumqi,43.94222,82.12667
Karasu,Asia/Urumqi,43.84694,82.18972
Karatobe,Asia/Urumqi,43.74927,82.63556
Taldi,Asia/Urumqi,43.41353,83.05389
Agarsin,Asia/Urumqi,43.48722,82.40722
Tikerik,Asia/Urumqi,43.51694,82.06222
Dolati,Asia/Urumqi,46.01068,83.65645
Sidaohezi,Asia/Urumqi,44.68907,85.70456
Huanggong,Asia/Urumqi,44.58304,84.77024
Ganhezi,Asia/Urumqi,44.4607,84.52827
Xihu,Asia/Urumqi,44.53377,84.62708
Jiujianlou,Asia/Urumqi,44.54107,84.83259
Hatu Buh,Asia/Urumqi,44.41113,84.30713
Xidagou,Asia/Urumqi,44.33478,84.57902
Liumaowan,Asia/Urumqi,44.60243,85.91098
Daquan,Asia/Urumqi,44.36264,85.58078
Jingouhe,Asia/Urumqi,44.31366,85.68466
Ulan Us,Asia/Urumqi,44.28848,85.85731
Dongwan,Asia/Urumqi,44.06412,85.8034
Xigebi,Asia/Urumqi,44.05467,85.5171
Yushugou,Asia/Urumqi,44.0467,87.12908
Erliugong,Asia/Urumqi,44.05286,87.17036
Ershilidian,Asia/Urumqi,44.15805,86.9663
Wugongtai,Asia/Urumqi,44.19212,86.79624
Dafeng,Asia/Urumqi,44.17932,86.59097
Letuyi,Asia/Urumqi,44.1994,86.45808
Baojiadian,Asia/Urumqi,44.24872,86.3067
Changshanzi,Asia/Urumqi,44.08864,87.6122
Sandaoba,Asia/Urumqi,44.12801,87.62083
Yangmaogong,Asia/Urumqi,44.1584,87.58578
Liugong,Asia/Urumqi,44.07613,87.40221
Daxiqu,Asia/Urumqi,44.10695,87.27653
Dianba,Asia/Urumqi,44.12448,87.32964
Xibeiwan,Asia/Urumqi,44.07289,89.56193
Beiting,Asia/Urumqi,44.06385,89.20901
Qingyanghu,Asia/Urumqi,44.08253,88.96515
Laotai,Asia/Urumqi,44.11873,88.86423
Qoren,Asia/Urumqi,44.06437,90.05849
Hujirti Mongolzuxiang,Asia/Urumqi,46.36994,83.83711
Emalgolin Mongolzuxiang,Asia/Urumqi,46.67075,84.00739
Saparbay,Asia/Urumqi,40.91889,78.72278
Yimamu,Asia/Urumqi,41.20417,79.45806
Yamansu,Asia/Urumqi,41.14917,79.085
Yengimahalla,Asia/Urumqi,41.34639,82.65083
Payxambabazar,Asia/Urumqi,41.45083,82.5766
Hongqi,Asia/Urumqi,41.44244,82.86096
Alakaga,Asia/Urumqi,41.54667,82.76639
Daqiao,Asia/Urumqi,41.63083,81.55528
Hechen,Asia/Shanghai,33.00576,120.23678
Xiaohai,Asia/Shanghai,33.02956,120.47596
Guanyinsi,Asia/Shanghai,33.08774,120.17989
Xindu,Asia/Shanghai,33.33987,120.14594
Gaojiazhuang,Asia/Shanghai,33.04459,119.983
Taihua,Asia/Shanghai,31.18195,119.58321
Xizhu,Asia/Shanghai,31.28924,119.56727
Xinzhuang,Asia/Shanghai,31.35386,119.9081
Xinjie,Asia/Shanghai,31.36895,119.74949
Wanshi,Asia/Shanghai,31.47587,119.92749
Xinjian,Asia/Shanghai,31.56173,119.65728
Zhuze,Asia/Shanghai,31.56114,119.32471
Jingqiao,Asia/Shanghai,31.53389,119.06072
Jiaze,Asia/Shanghai,31.68659,119.7857
Xilin,Asia/Shanghai,31.76898,119.88616
Beigang,Asia/Shanghai,31.79735,119.87857
Maoshan,Asia/Shanghai,31.79154,119.29592
Jianchang,Asia/Shanghai,31.82078,119.49411
Baizhang,Asia/Shanghai,31.92254,119.97055
Luoxi,Asia/Shanghai,31.90443,119.80345
Xinqiao,Asia/Shanghai,32.00355,120.06722
Changdai,Asia/Shanghai,32.03611,120.21667
Shengci,Asia/Shanghai,32.03611,120.16389
Hongguang,Asia/Shanghai,32.06302,120.10609
Jiang'an,Asia/Shanghai,32.17382,120.40945
Shanhu,Asia/Shanghai,32.17921,120.3184
Nansha,Asia/Shanghai,32.17284,120.21997
Changqing,Asia/Shanghai,32.25775,120.45382
Gaoming,Asia/Shanghai,32.2503,120.37098
Taoyuan,Asia/Shanghai,32.29563,120.60703
Liuchen,Asia/Shanghai,32.26667,120.15
Hengduo,Asia/Shanghai,32.31614,120.27656
Yuanzhu,Asia/Shanghai,32.32415,120.17484
Yuanzhuang,Asia/Shanghai,32.44798,120.77269
Xue'an,Asia/Shanghai,32.45866,120.69016
Liangxu,Asia/Shanghai,32.47024,120.11405
Xichang,Asia/Shanghai,32.525,120.59167
Qiaotou,Asia/Shanghai,32.55,120.06944
Jiaoxie,Asia/Shanghai,32.57232,120.78363
Shengao,Asia/Shanghai,32.58611,120.13333
Dagong,Asia/Shanghai,32.61519,120.51855
Yuduo,Asia/Shanghai,32.64077,120.01283
Baidian,Asia/Shanghai,32.67087,120.257
Xingtai,Asia/Shanghai,32.68611,120.075
Fudong,Asia/Shanghai,32.71944,120.55833
Tainan,Asia/Shanghai,32.76205,120.26944
Zhaowanzhuang,Asia/Shanghai,32.74486,120.16667
Taozhuang,Asia/Shanghai,32.86667,120.13889
Daiyao,Asia/Shanghai,32.92913,120.21426
Changrong,Asia/Shanghai,32.94398,120.08053
Situ,Asia/Shanghai,32.00354,119.50006
Jiepai,Asia/Shanghai,32.073,119.85343
Xinqiao,Asia/Shanghai,32.07438,119.80631
Houxiang,Asia/Shanghai,32.10322,119.7619
Dinggang,Asia/Shanghai,32.14361,119.68537
Baohua,Asia/Shanghai,32.14561,119.03686
Xiangshan,Asia/Shanghai,32.19427,119.52853
Shiye,Asia/Shanghai,32.21378,119.30362
Minggou,Asia/Shanghai,32.24917,119.9075
Qingshan,Asia/Shanghai,32.25222,119.07334
Bali,Asia/Shanghai,32.29077,119.39918
Shatou,Asia/Shanghai,32.30876,119.52166
Xuzhuang,Asia/Shanghai,32.35627,119.9073
Hangji,Asia/Shanghai,32.36815,119.533
Chahe,Asia/Shanghai,32.33907,119.38139
Tangwang,Asia/Shanghai,32.37003,119.45963
Yexu,Asia/Shanghai,32.3937,119.92904
Sixiang,Asia/Shanghai,32.41342,119.88548
Wantou,Asia/Shanghai,32.42521,119.48838
Xihu,Asia/Shanghai,32.42611,119.39441
Tai'an,Asia/Shanghai,32.45773,119.51083
Jingtailu,Asia/Shanghai,32.50471,119.97173
Dinghuo,Asia/Shanghai,32.52332,119.60708
Tianshan,Asia/Shanghai,32.62355,119.24833
Guoji,Asia/Shanghai,32.698,119.32723
Chenbao,Asia/Shanghai,32.75893,119.88512
Wujian,Asia/Shanghai,32.75548,119.77902
Hanliu,Asia/Shanghai,32.76347,119.66735
Xiejia,Asia/Shanghai,32.76154,119.59314
Lincheng,Asia/Shanghai,32.88817,119.83249
Duotian,Asia/Shanghai,32.92757,119.85832
Zhoushan,Asia/Shanghai,32.97294,119.51108
Danyang,Asia/Shanghai,31.62922,118.71565
Zhougang,Asia/Shanghai,31.79703,118.96073
Jiangxinzhou,Asia/Shanghai,32.00947,118.69489
Xiaoshi,Asia/Shanghai,32.09725,118.78181
Taishan,Asia/Shanghai,32.15059,118.70475
Longpao,Asia/Shanghai,32.19852,118.95003
Yudai,Asia/Shanghai,32.2259,118.9031
Baguazhou,Asia/Shanghai,32.17352,118.81674
Yanjiang,Asia/Shanghai,32.16383,118.7115
Changlu,Asia/Shanghai,32.26241,118.78743
Xinhuang,Asia/Shanghai,32.3748,118.93979
Ma'an,Asia/Shanghai,32.40783,118.82595
Yeshan,Asia/Shanghai,32.51414,118.91355
Wangdian,Asia/Shanghai,32.79176,118.58399
Guiwu,Asia/Shanghai,32.86894,118.5092
Gusang,Asia/Shanghai,32.95757,118.50531
Liangji,Asia/Shanghai,33.96389,117.96944
Lanshan,Asia/Shanghai,33.93611,117.725
Qing'an,Asia/Shanghai,33.96944,117.88056
Malingshan,Asia/Shanghai,34.20351,118.3565
Chenlou,Asia/Shanghai,34.38889,118.05
Hegou,Asia/Shanghai,34.40833,118.12222
Gangshang,Asia/Shanghai,34.52147,118.11835
Zouzhuang,Asia/Shanghai,34.6,118.05
Tangzhang,Asia/Shanghai,34.14779,117.25395
Hanwang,Asia/Shanghai,34.19444,117.08333
Yitang,Asia/Shanghai,34.25833,117.88889
Xuzhuang,Asia/Shanghai,34.29614,117.45798
Nianzhuang,Asia/Shanghai,34.29722,117.77222
Tashan,Asia/Shanghai,34.33611,117.56667
Zizhuang,Asia/Shanghai,34.36152,117.48816
Liuji,Asia/Shanghai,34.35833,117.05278
Jiangzhuang,Asia/Shanghai,34.49167,117.39722
Daizhuang,Asia/Shanghai,34.51389,117.85278
Zhangzhuang,Asia/Shanghai,34.51944,117.00556
Xinglou,Asia/Shanghai,34.56667,117.82778
Huzhai,Asia/Shanghai,34.66944,117.00833
Heqiao,Asia/Shanghai,34.45278,116.9
Fanlou,Asia/Shanghai,34.48091,116.85248
Hekou,Asia/Shanghai,34.57778,116.81389
Songlou,Asia/Shanghai,34.57231,116.60239
Sunlou,Asia/Shanghai,34.66667,116.58333
Zhuzhai,Asia/Shanghai,34.76111,116.81389
Zhaozhuang,Asia/Shanghai,34.73889,116.45556
Anguo,Asia/Shanghai,34.83056,116.81944
Shizhai,Asia/Shanghai,34.80556,116.63889
Huayuan,Asia/Shanghai,34.075,119.45
Tangjian,Asia/Shanghai,34.13333,119.00417
Changmao,Asia/Shanghai,34.21667,119.575
Mengxingzhuang,Asia/Shanghai,34.175,119.21667
Tuhe,Asia/Shanghai,34.33333,119.55
Baixian,Asia/Shanghai,34.325,119.33333
Muxu,Asia/Shanghai,34.39167,119.1125
Gaoxu,Asia/Shanghai,34.33333,119.00833
Duigougang,Asia/Shanghai,34.41667,119.775
Xufeng,Asia/Shanghai,34.45,119.55
Gaogongdao,Asia/Shanghai,34.69583,119.475
Zhongyun,Asia/Shanghai,34.65,119.40833
Yunshan,Asia/Shanghai,34.7,119.36667
Huaguoshan,Asia/Shanghai,34.64167,119.23333
Luoyang,Asia/Shanghai,34.71081,119.10702
Songzhuang,Asia/Shanghai,34.78332,119.14024
Youyupu,Asia/Shanghai,27.5517,109.135
Mulong,Asia/Shanghai,27.72889,109.06944
Yongxi,Asia/Shanghai,27.01194,108.33139
Zhujiachang,Asia/Shanghai,27.3575,108.93833
Yangliugou,Asia/Shanghai,27.4615,108.794
Xujiaba,Asia/Shanghai,27.88472,108.11361
Pingtou,Asia/Shanghai,28.03507,109.0678
Changping,Asia/Shanghai,28.09861,109.2755
Jiujiang,Asia/Shanghai,28.1675,109.12773
Miao'ai,Asia/Shanghai,28.17376,109.02154
Mushu,Asia/Shanghai,28.38333,109.25972
Yajia,Asia/Shanghai,28.45482,109.18426
Xinye,Asia/Shanghai,28.03972,108.69389
Kuanping,Asia/Shanghai,28.02454,108.01702
Lengshuixi,Asia/Shanghai,28.14215,108.86807
Shanshu,Asia/Shanghai,28.11139,108.41139
Donghua,Asia/Shanghai,28.07994,108.08821
Hexing,Asia/Shanghai,28.10154,108.06233
Shiliang,Asia/Shanghai,28.17288,108.75172
Changbao,Asia/Shanghai,28.18972,108.27806
Yong'an,Asia/Shanghai,28.24161,108.67492
Daoba,Asia/Shanghai,28.24019,108.5849
Yantang,Asia/Shanghai,28.22392,108.10548
Qianjia,Asia/Shanghai,28.29684,108.07583
Jiashi,Asia/Shanghai,28.33332,108.33134
Jingjiao,Asia/Shanghai,28.36667,108.18333
Waxi,Asia/Shanghai,28.44297,108.67983
Zhongjie,Asia/Shanghai,28.4639,108.54468
Shichao,Asia/Shanghai,28.40971,108.04015
Qinglong,Asia/Shanghai,28.26291,108.11234
Quanba,Asia/Shanghai,28.52081,108.191
Zhongzhai,Asia/Shanghai,28.58116,108.16545
Heita,Asia/Shanghai,28.63155,108.50707
Heishui,Asia/Shanghai,28.59435,108.43975
Hongsi,Asia/Shanghai,28.72219,108.11448
Xinjing,Asia/Shanghai,28.88694,108.29917
Maotian,Asia/Shanghai,28.94526,108.08435
Gouping,Asia/Shanghai,28.98771,108.14294
Maoya,Asia/Shanghai,28.09319,107.16538
Xinjian,Asia/Shanghai,28.19048,107.67284
Xihe,Asia/Shanghai,28.15236,107.53144
Nangan,Asia/Shanghai,28.27693,107.88296
Shiping,Asia/Shanghai,28.27872,107.60225
Pingle,Asia/Shanghai,28.21245,107.4618
Shaxi,Asia/Shanghai,28.31752,107.98894
Hexi,Asia/Shanghai,28.45667,107.43361
Banzhu,Asia/Shanghai,28.57639,107.61194
Jianping,Asia/Shanghai,28.51726,107.49062
Huanglian,Asia/Shanghai,28.48833,107.00806
Nigao,Asia/Shanghai,28.69175,107.80745
Zongping,Asia/Shanghai,28.67295,107.65374
Yangxing,Asia/Shanghai,28.70972,107.38643
Bifeng,Asia/Shanghai,28.69795,107.33962
Pingmu,Asia/Shanghai,28.82552,107.44299
Taoyuan,Asia/Shanghai,28.88353,107.75623
Yangxi,Asia/Shanghai,29.09,107.58194
Supu,Asia/Shanghai,26.99167,106.34167
Zhuchang,Asia/Shanghai,26.8,105.11667
Shatan,Asia/Shanghai,28.10917,106.26611
Sanyuanchang,Asia/Shanghai,28.35417,106.16
Sanchahe,Asia/Shanghai,28.49528,106.42833
Changqi,Asia/Shanghai,28.61992,106.06816
Tiantai,Asia/Shanghai,28.57833,105.74667
Sihe,Asia/Shanghai,30.7,119.25833
Yuewan,Asia/Shanghai,30.7547,119.14143
Sanlidian,Asia/Shanghai,30.88333,119.4
Fengqiao,Asia/Shanghai,30.84094,119.3059
Yishan,Asia/Shanghai,30.82759,118.81698
Gaoqiao,Asia/Shanghai,30.79957,118.57344
Xiangyang,Asia/Shanghai,30.89564,118.86678
Xiadu,Asia/Shanghai,30.92364,118.77759
Jinba,Asia/Shanghai,30.87929,118.66986
Shuangxi,Asia/Shanghai,30.95815,118.80455
Dingdian,Asia/Shanghai,30.98376,118.86152
Qinxi,Asia/Shanghai,30.72943,118.49106
Taiyuan,Asia/Shanghai,30.71093,118.40049
Beigong,Asia/Shanghai,30.68092,118.19925
Yandun,Asia/Shanghai,30.72174,118.15757
Youhua,Asia/Shanghai,30.67796,118.00674
Gufeng,Asia/Shanghai,30.76183,118.36483
Tongtuan,Asia/Shanghai,30.825,118.34167
Wenchang,Asia/Shanghai,30.90403,118.48869
Shipu,Asia/Shanghai,30.9152,118.38354
Gelin,Asia/Shanghai,30.88267,118.38196
Lueling,Asia/Shanghai,30.84893,118.12652
Wenwucao,Asia/Shanghai,30.9209,118.11029
Donghe,Asia/Shanghai,30.97911,118.45573
Jiulian,Asia/Shanghai,30.95565,118.38227
Gongshan,Asia/Shanghai,30.93566,118.25048
Jiafa,Asia/Shanghai,30.99301,118.25101
Chisha,Asia/Shanghai,30.99023,118.13243
Zhuyang,Asia/Shanghai,30.73047,118.00215
Qiucun,Asia/Shanghai,31.00925,119.43592
Dongchong,Asia/Shanghai,31.02023,119.37711
Nanfeng,Asia/Shanghai,31.06918,119.21508
Shuiming,Asia/Shanghai,31.03298,119.14778
Xinhang,Asia/Shanghai,31.07087,119.56023
Gangnan,Asia/Shanghai,31.24025,119.30074
Wuxing,Asia/Shanghai,31.00939,118.78201
Guquan,Asia/Shanghai,31.03248,118.64718
Sanyuan,Asia/Shanghai,31.08018,118.61947
Rencunwan,Asia/Shanghai,31.09167,118.75833
Huaqiao,Asia/Shanghai,31.18707,118.69229
Zhougao,Asia/Shanghai,31.17421,118.54647
Xianbao,Asia/Shanghai,31.27503,118.52856
Taifeng,Asia/Shanghai,31.04807,118.4633
Eshan,Asia/Shanghai,31.06429,118.21579
Dainan,Asia/Shanghai,31.18145,118.43106
Huolonggang,Asia/Shanghai,31.24891,118.39423
Yitai,Asia/Shanghai,31.27607,118.48589
Jingshan,Asia/Shanghai,31.3133,118.44929
Matang,Asia/Shanghai,31.31484,118.39781
Xiaojiangba,Asia/Shanghai,31.28495,118.06213
Dazha,Asia/Shanghai,31.37807,118.516
Shiqiao,Asia/Shanghai,31.44206,118.60019
Xinfeng,Asia/Shanghai,31.48944,118.68903
Taibai,Asia/Shanghai,31.49799,118.51049
Liu'an,Asia/Shanghai,31.65327,118.52376
Niandou,Asia/Shanghai,31.43423,118.45861
Guandou,Asia/Shanghai,31.37829,118.39759
Longshanqiao,Asia/Shanghai,31.49597,118.48201
Dongjiang Matoukou,Asia/Shanghai,31.5977,118.45323
Lianhe,Asia/Shanghai,31.63624,118.31518
Yushan,Asia/Shanghai,31.67265,118.48456
Chengnan,Asia/Shanghai,31.675,118.34306
Shiyang,Asia/Shanghai,31.95,118.275
Erlangkou,Asia/Shanghai,31.96969,118.12768
Changgai,Asia/Shanghai,29.65865,118.52469
Shichuan,Asia/Shanghai,29.44111,118.16639
Zhengwan,Asia/Shanghai,29.6393,118.36792
Banqiao,Asia/Shanghai,29.61278,117.94861
Shanhou,Asia/Shanghai,29.66169,117.86407
Huangwei,Asia/Shanghai,29.68878,118.63997
Xinxikou,Asia/Shanghai,29.77761,118.70155
Huangtian,Asia/Shanghai,29.71971,118.64388
Xiaochuan,Asia/Shanghai,29.81011,118.65438
Zhangtan,Asia/Shanghai,29.82302,118.5522
Bei'an,Asia/Shanghai,29.90989,118.57532
Jinchuan,Asia/Shanghai,29.97867,118.84629
Shaolian,Asia/Shanghai,29.70438,118.46274
Liyang,Asia/Shanghai,29.7057,118.28624
Sencun,Asia/Shanghai,29.75818,118.47861
Tunguang,Asia/Shanghai,29.76667,118.35833
Xintan,Asia/Shanghai,29.73609,118.28085
Yiqi,Asia/Shanghai,29.72669,118.25692
Xiongcun,Asia/Shanghai,29.81659,118.43748
Nanyuankou,Asia/Shanghai,29.85403,118.48976
Zhengcun,Asia/Shanghai,29.8595,118.37736
Chengkan,Asia/Shanghai,29.92361,118.28361
Shangfeng,Asia/Shanghai,29.99571,118.35299
Jiangtan,Asia/Shanghai,29.69583,117.95833
Bingtan,Asia/Shanghai,29.72258,117.91658
Xuling,Asia/Shanghai,29.89235,117.72406
Bishan,Asia/Shanghai,29.95423,117.90902
Datan,Asia/Shanghai,29.94565,117.75102
Guxi,Asia/Shanghai,29.94778,117.57634
Yangshu,Asia/Shanghai,29.94553,117.50905
Longjiang,Asia/Shanghai,29.9635,117.95236
Zhupu,Asia/Shanghai,30.03753,118.83217
Chang'an,Asia/Shanghai,30.1524,118.51913
Jingzhou,Asia/Shanghai,30.19281,118.86241
Banqiaotou,Asia/Shanghai,30.2,118.6
Shichuan,Asia/Shanghai,30.29486,118.67057
Jingqiao,Asia/Shanghai,30.31462,118.58821
Huatan,Asia/Shanghai,30.32891,118.5381
Daguyun,Asia/Shanghai,30.06099,118.42208
Huangcun,Asia/Shanghai,30.01451,118.40367
Fuxi,Asia/Shanghai,30.00237,118.21411
Shangzhuang,Asia/Shanghai,30.12441,118.43359
Gengcheng,Asia/Shanghai,30.23043,118.15897
Suncun,Asia/Shanghai,30.31606,118.41349
Wanjia,Asia/Shanghai,30.40417,119.13333
Zhongxi,Asia/Shanghai,30.48657,119.1585
Xiaxi,Asia/Shanghai,30.5,118.93333
Fangtang,Asia/Shanghai,30.47917,118.72917
Yunle,Asia/Shanghai,30.45,118.63333
Tingxi,Asia/Shanghai,30.60655,118.61032
Suhong,Asia/Shanghai,30.57917,118.54583
Qinglong,Asia/Shanghai,30.62083,118.9
Aimin,Asia/Shanghai,30.64748,118.61724
